full_text,Filtering,Case_Folding,Tokenizing,Stemming,Stopwords_Removal,clean_text
pantai tu sangat tenang. ai yg insomnia kronik ni tersengguk-sengguk yach duduk dekat situ. haha lepas tu boleh la healing-healing menenangkan hati ~ chuolss yg rasa sesak dgn bandar yg crowded &amp; bising gilerr tu boleh la datang sini. tenang jerr... sangatlah tenang ,pantai tu sangat tenang ai yg insomnia kronik ni tersengguksengguk yach duduk dekat situ haha lepas tu boleh la healinghealing menenangkan hati  chuolss yg rasa sesak dgn bandar yg crowded amp bising gilerr tu boleh la datang sini tenang jerr sangatlah tenang ,pantai tu sangat tenang ai yg insomnia kronik ni tersengguksengguk yach duduk dekat situ haha lepas tu boleh la healinghealing menenangkan hati  chuolss yg rasa sesak dgn bandar yg crowded amp bising gilerr tu boleh la datang sini tenang jerr sangatlah tenang ,"['pantai', 'tu', 'sangat', 'tenang', 'ai', 'yg', 'insomnia', 'kronik', 'ni', 'tersengguksengguk', 'yach', 'duduk', 'dekat', 'situ', 'haha', 'lepas', 'tu', 'boleh', 'la', 'healinghealing', 'menenangkan', 'hati', 'chuolss', 'yg', 'rasa', 'sesak', 'dgn', 'bandar', 'yg', 'crowded', 'amp', 'bising', 'gilerr', 'tu', 'boleh', 'la', 'datang', 'sini', 'tenang', 'jerr', 'sangatlah', 'tenang']","['pantai', 'tu', 'sangat', 'tenang', 'ai', 'yg', 'insomnia', 'kronik', 'ni', 'tersengguksengguk', 'yach', 'duduk', 'dekat', 'situ', 'haha', 'lepas', 'tu', 'boleh', 'la', 'healinghealing', 'tenang', 'hati', 'chuolss', 'yg', 'rasa', 'sesak', 'dgn', 'bandar', 'yg', 'crowded', 'amp', 'bising', 'gilerr', 'tu', 'boleh', 'la', 'datang', 'sini', 'tenang', 'jerr', 'sangat', 'tenang']","['pantai', 'tu', 'sangat', 'tenang', 'ai', 'yg', 'insomnia', 'kronik', 'ni', 'tersengguksengguk', 'yach', 'duduk', 'dekat', 'situ', 'haha', 'lepas', 'tu', 'boleh', 'la', 'healinghealing', 'tenang', 'hati', 'chuolss', 'yg', 'rasa', 'sesak', 'dgn', 'bandar', 'yg', 'crowded', 'amp', 'bising', 'gilerr', 'tu', 'boleh', 'la', 'datang', 'sini', 'tenang', 'jerr', 'sangat', 'tenang']","['pantai', 'tu', 'sangat', 'tenang', 'ai', 'yg', 'insomnia', 'kronik', 'ni', 'tersengguksengguk', 'yach', 'duduk', 'dekat', 'situ', 'haha', 'lepas', 'tu', 'boleh', 'la', 'healinghealing', 'tenang', 'hati', 'chuolss', 'yg', 'rasa', 'sesak', 'dgn', 'bandar', 'yg', 'crowded', 'amp', 'bising', 'gilerr', 'tu', 'boleh', 'la', 'datang', 'sini', 'tenang', 'jerr', 'sangat', 'tenang']"
kat pantai kemasin ni air lautnya tenang. boleh mandi-manda dekat situ. lepas tu banyak tempat boleh duduk. tak ada masalah tak bawak tikar pun sebab ada bangku khas kat setiap tempat. ada buaian kayu yang cantik lagi ~ kalau korang insomnia datang lerr sini ,kat pantai kemasin ni air lautnya tenang boleh mandimanda dekat situ lepas tu banyak tempat boleh duduk tak ada masalah tak bawak tikar pun sebab ada bangku khas kat setiap tempat ada buaian kayu yang cantik lagi  kalau korang insomnia datang lerr sini ,kat pantai kemasin ni air lautnya tenang boleh mandimanda dekat situ lepas tu banyak tempat boleh duduk tak ada masalah tak bawak tikar pun sebab ada bangku khas kat setiap tempat ada buaian kayu yang cantik lagi  kalau korang insomnia datang lerr sini ,"['kat', 'pantai', 'kemasin', 'ni', 'air', 'lautnya', 'tenang', 'boleh', 'mandimanda', 'dekat', 'situ', 'lepas', 'tu', 'banyak', 'tempat', 'boleh', 'duduk', 'tak', 'ada', 'masalah', 'tak', 'bawak', 'tikar', 'pun', 'sebab', 'ada', 'bangku', 'khas', 'kat', 'setiap', 'tempat', 'ada', 'buaian', 'kayu', 'yang', 'cantik', 'lagi', 'kalau', 'korang', 'insomnia', 'datang', 'lerr', 'sini']","['kat', 'pantai', 'masin', 'ni', 'air', 'laut', 'tenang', 'boleh', 'mandimanda', 'dekat', 'situ', 'lepas', 'tu', 'banyak', 'tempat', 'boleh', 'duduk', 'tak', 'ada', 'masalah', 'tak', 'bawak', 'tikar', 'pun', 'sebab', 'ada', 'bangku', 'khas', 'kat', 'tiap', 'tempat', 'ada', 'buai', 'kayu', 'yang', 'cantik', 'lagi', 'kalau', 'korang', 'insomnia', 'datang', 'lerr', 'sini']","['kat', 'pantai', 'masin', 'ni', 'air', 'laut', 'tenang', 'boleh', 'mandimanda', 'dekat', 'situ', 'lepas', 'tu', 'banyak', 'tempat', 'boleh', 'duduk', 'tak', 'masalah', 'tak', 'bawak', 'tikar', 'pun', 'sebab', 'bangku', 'khas', 'kat', 'tiap', 'tempat', 'buai', 'kayu', 'cantik', 'kalau', 'korang', 'insomnia', 'datang', 'lerr', 'sini']","['kat', 'pantai', 'masin', 'ni', 'air', 'laut', 'tenang', 'boleh', 'mandimanda', 'dekat', 'situ', 'lepas', 'tu', 'banyak', 'tempat', 'boleh', 'duduk', 'tak', 'masalah', 'tak', 'bawak', 'tikar', 'pun', 'sebab', 'bangku', 'khas', 'kat', 'tiap', 'tempat', 'buai', 'kayu', 'cantik', 'kalau', 'korang', 'insomnia', 'datang', 'lerr', 'sini']"
welcomeback insomnia dan sakit kepala. mari kita stock parcet dan asmef bwawrta obat flunya. insidal jngn lupa,welcomeback insomnia dan sakit kepala mari kita stock parcet dan asmef bwawrta obat flunya insidal jngn lupa,welcomeback insomnia dan sakit kepala mari kita stock parcet dan asmef bwawrta obat flunya insidal jngn lupa,"['welcomeback', 'insomnia', 'dan', 'sakit', 'kepala', 'mari', 'kita', 'stock', 'parcet', 'dan', 'asmef', 'bwawrta', 'obat', 'flunya', 'insidal', 'jngn', 'lupa']","['welcomeback', 'insomnia', 'dan', 'sakit', 'kepala', 'mari', 'kita', 'stock', 'parcet', 'dan', 'asmef', 'bwawrta', 'obat', 'flu', 'insidal', 'jngn', 'lupa']","['welcomeback', 'insomnia', 'sakit', 'kepala', 'mari', 'stock', 'parcet', 'asmef', 'bwawrta', 'obat', 'flu', 'insidal', 'jngn', 'lupa']","['welcomeback', 'insomnia', 'sakit', 'kepala', 'mari', 'stock', 'parcet', 'asmef', 'bwawrta', 'obat', 'flu', 'insidal', 'jngn', 'lupa']"
Stres Kerja: Pemicu Utama di Balik Gangguan Tidur yang Mengintai Karier Anda https://t.co/no6kN3BDys #sayangitubuh #insomnia #sudahtidur #lembur #larutmalam jaimin malming haye pelatih emyu persib belanda kakang,Stres Kerja Pemicu Utama di Balik Gangguan Tidur yang Mengintai Karier Anda       jaimin malming haye pelatih emyu persib belanda kakang,stres kerja pemicu utama di balik gangguan tidur yang mengintai karier anda       jaimin malming haye pelatih emyu persib belanda kakang,"['stres', 'kerja', 'pemicu', 'utama', 'di', 'balik', 'gangguan', 'tidur', 'yang', 'mengintai', 'karier', 'anda', 'jaimin', 'malming', 'haye', 'pelatih', 'emyu', 'persib', 'belanda', 'kakang']","['stres', 'kerja', 'picu', 'utama', 'di', 'balik', 'ganggu', 'tidur', 'yang', 'intai', 'karier', 'anda', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['stres', 'kerja', 'picu', 'utama', 'balik', 'ganggu', 'tidur', 'intai', 'karier', 'anda', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['stres', 'kerja', 'picu', 'utama', 'balik', 'ganggu', 'tidur', 'intai', 'karier', 'anda', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']"
Waspada! Jam Kerja Panjang Merusak Pola Tidur dan Kesehatan Jangka Panjang Anda https://t.co/yBLBWyKc3Y #sayangitubuh #insomnia #sudahtidur #lembur #larutmalam jaimin malming haye pelatih emyu persib belanda kakang,Waspada Jam Kerja Panjang Merusak Pola Tidur dan Kesehatan Jangka Panjang Anda       jaimin malming haye pelatih emyu persib belanda kakang,waspada jam kerja panjang merusak pola tidur dan kesehatan jangka panjang anda       jaimin malming haye pelatih emyu persib belanda kakang,"['waspada', 'jam', 'kerja', 'panjang', 'merusak', 'pola', 'tidur', 'dan', 'kesehatan', 'jangka', 'panjang', 'anda', 'jaimin', 'malming', 'haye', 'pelatih', 'emyu', 'persib', 'belanda', 'kakang']","['waspada', 'jam', 'kerja', 'panjang', 'rusak', 'pola', 'tidur', 'dan', 'sehat', 'jangka', 'panjang', 'anda', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['waspada', 'jam', 'kerja', 'panjang', 'rusak', 'pola', 'tidur', 'sehat', 'jangka', 'panjang', 'anda', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['waspada', 'jam', 'kerja', 'panjang', 'rusak', 'pola', 'tidur', 'sehat', 'jangka', 'panjang', 'anda', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']"
Ancaman Sunyi Insomnia: Bagaimana Gangguan Tidur Merusak Produktivitas Kerja Anda https://t.co/6we8AFCK7k #sayangitubuh #insomnia #sudahtidur #lembur #larutmalam jaimin malming haye pelatih emyu persib belanda kakang,Ancaman Sunyi Insomnia Bagaimana Gangguan Tidur Merusak Produktivitas Kerja Anda       jaimin malming haye pelatih emyu persib belanda kakang,ancaman sunyi insomnia bagaimana gangguan tidur merusak produktivitas kerja anda       jaimin malming haye pelatih emyu persib belanda kakang,"['ancaman', 'sunyi', 'insomnia', 'bagaimana', 'gangguan', 'tidur', 'merusak', 'produktivitas', 'kerja', 'anda', 'jaimin', 'malming', 'haye', 'pelatih', 'emyu', 'persib', 'belanda', 'kakang']","['ancam', 'sunyi', 'insomnia', 'bagaimana', 'ganggu', 'tidur', 'rusak', 'produktivitas', 'kerja', 'anda', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['ancam', 'sunyi', 'insomnia', 'bagaimana', 'ganggu', 'tidur', 'rusak', 'produktivitas', 'kerja', 'anda', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['ancam', 'sunyi', 'insomnia', 'bagaimana', 'ganggu', 'tidur', 'rusak', 'produktivitas', 'kerja', 'anda', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']"
Lingkaran Setan Kurang Tidur: Mengapa Pekerjaan Anda Terasa Makin Berat https://t.co/xIw7MYA1yG #sayangitubuh #insomnia #sudahtidur #lembur #larutmalam jaimin malming haye pelatih emyu persib belanda kakang,Lingkaran Setan Kurang Tidur Mengapa Pekerjaan Anda Terasa Makin Berat       jaimin malming haye pelatih emyu persib belanda kakang,lingkaran setan kurang tidur mengapa pekerjaan anda terasa makin berat       jaimin malming haye pelatih emyu persib belanda kakang,"['lingkaran', 'setan', 'kurang', 'tidur', 'mengapa', 'pekerjaan', 'anda', 'terasa', 'makin', 'berat', 'jaimin', 'malming', 'haye', 'pelatih', 'emyu', 'persib', 'belanda', 'kakang']","['lingkar', 'setan', 'kurang', 'tidur', 'mengapa', 'kerja', 'anda', 'asa', 'makin', 'berat', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['lingkar', 'setan', 'kurang', 'tidur', 'mengapa', 'kerja', 'anda', 'asa', 'makin', 'berat', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['lingkar', 'setan', 'kurang', 'tidur', 'mengapa', 'kerja', 'anda', 'asa', 'makin', 'berat', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']"
Studi Kasus: Insomnia pada Karyawan Korporat. https://t.co/X5QcW5bjDf #sayangitubuh #insomnia #sudahtidur #lembur #larutmalam jaimin malming haye pelatih emyu persib belanda kakang,Studi Kasus Insomnia pada Karyawan Korporat       jaimin malming haye pelatih emyu persib belanda kakang,studi kasus insomnia pada karyawan korporat       jaimin malming haye pelatih emyu persib belanda kakang,"['studi', 'kasus', 'insomnia', 'pada', 'karyawan', 'korporat', 'jaimin', 'malming', 'haye', 'pelatih', 'emyu', 'persib', 'belanda', 'kakang']","['studi', 'kasus', 'insomnia', 'pada', 'karyawan', 'korporat', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['studi', 'kasus', 'insomnia', 'karyawan', 'korporat', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['studi', 'kasus', 'insomnia', 'karyawan', 'korporat', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']"
Mitos dan Fakta Seputar Insomnia Akibat Tekanan Pekerjaan: Waspadai Burnout! https://t.co/oO6SUz6DRN #sayangitubuh #insomnia #sudahtidur #lembur #larutmalam jaimin malming haye pelatih emyu persib belanda kakang,Mitos dan Fakta Seputar Insomnia Akibat Tekanan Pekerjaan Waspadai Burnout       jaimin malming haye pelatih emyu persib belanda kakang,mitos dan fakta seputar insomnia akibat tekanan pekerjaan waspadai burnout       jaimin malming haye pelatih emyu persib belanda kakang,"['mitos', 'dan', 'fakta', 'seputar', 'insomnia', 'akibat', 'tekanan', 'pekerjaan', 'waspadai', 'burnout', 'jaimin', 'malming', 'haye', 'pelatih', 'emyu', 'persib', 'belanda', 'kakang']","['mitos', 'dan', 'fakta', 'putar', 'insomnia', 'akibat', 'tekan', 'kerja', 'waspada', 'burnout', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['mitos', 'fakta', 'putar', 'insomnia', 'akibat', 'tekan', 'kerja', 'waspada', 'burnout', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['mitos', 'fakta', 'putar', 'insomnia', 'akibat', 'tekan', 'kerja', 'waspada', 'burnout', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']"
Bagaimana Insomnia Mengikis Kesehatan Mental dan Fisik Pekerja: Ancaman Senyap di Balik Meja Kantor https://t.co/YJhMo4XGYH #sayangitubuh #insomnia #sudahtidur #lembur #larutmalam jaimin malming haye pelatih emyu persib belanda kakang,Bagaimana Insomnia Mengikis Kesehatan Mental dan Fisik Pekerja Ancaman Senyap di Balik Meja Kantor       jaimin malming haye pelatih emyu persib belanda kakang,bagaimana insomnia mengikis kesehatan mental dan fisik pekerja ancaman senyap di balik meja kantor       jaimin malming haye pelatih emyu persib belanda kakang,"['bagaimana', 'insomnia', 'mengikis', 'kesehatan', 'mental', 'dan', 'fisik', 'pekerja', 'ancaman', 'senyap', 'di', 'balik', 'meja', 'kantor', 'jaimin', 'malming', 'haye', 'pelatih', 'emyu', 'persib', 'belanda', 'kakang']","['bagaimana', 'insomnia', 'kikis', 'sehat', 'mental', 'dan', 'fisik', 'kerja', 'ancam', 'senyap', 'di', 'balik', 'meja', 'kantor', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['bagaimana', 'insomnia', 'kikis', 'sehat', 'mental', 'fisik', 'kerja', 'ancam', 'senyap', 'balik', 'meja', 'kantor', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['bagaimana', 'insomnia', 'kikis', 'sehat', 'mental', 'fisik', 'kerja', 'ancam', 'senyap', 'balik', 'meja', 'kantor', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']"
 Kerja Lembur vs. Tidur Nyenyak : Mana yang Lebih Baik untuk Karier? Pilih Kualitas Bukan Kuantiitas! https://t.co/io722U8wuO #sayangitubuh #insomnia #sudahtidur #lembur #larutmalam jaimin malming haye pelatih emyu persib belanda kakang, Kerja Lembur vs Tidur Nyenyak  Mana yang Lebih Baik untuk Karier Pilih Kualitas Bukan Kuantiitas       jaimin malming haye pelatih emyu persib belanda kakang, kerja lembur vs tidur nyenyak  mana yang lebih baik untuk karier pilih kualitas bukan kuantiitas       jaimin malming haye pelatih emyu persib belanda kakang,"['kerja', 'lembur', 'vs', 'tidur', 'nyenyak', 'mana', 'yang', 'lebih', 'baik', 'untuk', 'karier', 'pilih', 'kualitas', 'bukan', 'kuantiitas', 'jaimin', 'malming', 'haye', 'pelatih', 'emyu', 'persib', 'belanda', 'kakang']","['kerja', 'lembur', 'vs', 'tidur', 'nyenyak', 'mana', 'yang', 'lebih', 'baik', 'untuk', 'karier', 'pilih', 'kualitas', 'bukan', 'kuantiitas', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['kerja', 'lembur', 'vs', 'tidur', 'nyenyak', 'mana', 'lebih', 'baik', 'karier', 'pilih', 'kualitas', 'kuantiitas', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['kerja', 'lembur', 'vs', 'tidur', 'nyenyak', 'mana', 'lebih', 'baik', 'karier', 'pilih', 'kualitas', 'kuantiitas', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']"
Kombinasi Mematikan: Menguak Risiko Burnout Akibat Insomnia dan Pekerjaan https://t.co/hKYj5m1Mt9 #sayangitubuh #insomnia #sudahtidur #lembur #larutmalam jaimin malming haye pelatih emyu persib belanda kakang,Kombinasi Mematikan Menguak Risiko Burnout Akibat Insomnia dan Pekerjaan       jaimin malming haye pelatih emyu persib belanda kakang,kombinasi mematikan menguak risiko burnout akibat insomnia dan pekerjaan       jaimin malming haye pelatih emyu persib belanda kakang,"['kombinasi', 'mematikan', 'menguak', 'risiko', 'burnout', 'akibat', 'insomnia', 'dan', 'pekerjaan', 'jaimin', 'malming', 'haye', 'pelatih', 'emyu', 'persib', 'belanda', 'kakang']","['kombinasi', 'mati', 'uak', 'risiko', 'burnout', 'akibat', 'insomnia', 'dan', 'kerja', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['kombinasi', 'mati', 'uak', 'risiko', 'burnout', 'akibat', 'insomnia', 'kerja', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['kombinasi', 'mati', 'uak', 'risiko', 'burnout', 'akibat', 'insomnia', 'kerja', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']"
Beban Kerja Berlebihan: Memicu Insomnia atau Sebaliknya? https://t.co/KcTFC7Y6k2 #sayangitubuh #insomnia #sudahtidur #lembur #larutmalam jaimin malming haye pelatih emyu persib belanda kakang,Beban Kerja Berlebihan Memicu Insomnia atau Sebaliknya       jaimin malming haye pelatih emyu persib belanda kakang,beban kerja berlebihan memicu insomnia atau sebaliknya       jaimin malming haye pelatih emyu persib belanda kakang,"['beban', 'kerja', 'berlebihan', 'memicu', 'insomnia', 'atau', 'sebaliknya', 'jaimin', 'malming', 'haye', 'pelatih', 'emyu', 'persib', 'belanda', 'kakang']","['beban', 'kerja', 'lebih', 'picu', 'insomnia', 'atau', 'balik', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['beban', 'kerja', 'lebih', 'picu', 'insomnia', 'balik', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']","['beban', 'kerja', 'lebih', 'picu', 'insomnia', 'balik', 'jaimin', 'malming', 'haye', 'latih', 'emyu', 'persib', 'belanda', 'kakang']"
Jidatku breakout ga berenti2 sepanjang sejarah Kerjaannya: Begadang jamal Pas di rumah jd insomnia Stress Kek mana obantnya terus,Jidatku breakout ga berenti sepanjang sejarah Kerjaannya Begadang jamal Pas di rumah jd insomnia Stress Kek mana obantnya terus,jidatku breakout ga berenti sepanjang sejarah kerjaannya begadang jamal pas di rumah jd insomnia stress kek mana obantnya terus,"['jidatku', 'breakout', 'ga', 'berenti', 'sepanjang', 'sejarah', 'kerjaannya', 'begadang', 'jamal', 'pas', 'di', 'rumah', 'jd', 'insomnia', 'stress', 'kek', 'mana', 'obantnya', 'terus']","['jidat', 'breakout', 'ga', 'renti', 'panjang', 'sejarah', 'kerja', 'begadang', 'jamal', 'pas', 'di', 'rumah', 'jd', 'insomnia', 'stress', 'kek', 'mana', 'obantnya', 'terus']","['jidat', 'breakout', 'ga', 'renti', 'panjang', 'sejarah', 'kerja', 'begadang', 'jamal', 'pas', 'rumah', 'jd', 'insomnia', 'stress', 'kek', 'mana', 'obantnya', 'terus']","['jidat', 'breakout', 'ga', 'renti', 'panjang', 'sejarah', 'kerja', 'begadang', 'jamal', 'pas', 'rumah', 'jd', 'insomnia', 'stress', 'kek', 'mana', 'obantnya', 'terus']"
Obat Sakit Kepala Stress Depresi dan Insomnia. https://t.co/7012QzbVFj,Obat Sakit Kepala Stress Depresi dan Insomnia ,obat sakit kepala stress depresi dan insomnia ,"['obat', 'sakit', 'kepala', 'stress', 'depresi', 'dan', 'insomnia']","['obat', 'sakit', 'kepala', 'stress', 'depresi', 'dan', 'insomnia']","['obat', 'sakit', 'kepala', 'stress', 'depresi', 'insomnia']","['obat', 'sakit', 'kepala', 'stress', 'depresi', 'insomnia']"
@medeplicht anosmia ama anemia ama amnesia ama insomnia sodaraan ya, anosmia ama anemia ama amnesia ama insomnia sodaraan ya, anosmia ama anemia ama amnesia ama insomnia sodaraan ya,"['anosmia', 'ama', 'anemia', 'ama', 'amnesia', 'ama', 'insomnia', 'sodaraan', 'ya']","['anosmia', 'ama', 'anemia', 'ama', 'amnesia', 'ama', 'insomnia', 'sodaraan', 'ya']","['anosmia', 'ama', 'anemia', 'ama', 'amnesia', 'ama', 'insomnia', 'sodaraan', 'ya']","['anosmia', 'ama', 'anemia', 'ama', 'amnesia', 'ama', 'insomnia', 'sodaraan', 'ya']"
@primerosies Reply. : Lebih tepatnya insomnia aku kumat lagi. : Cakepan yang mana? : Btw kamu rapih gitu abis darimana? Sent., Reply  Lebih tepatnya insomnia aku kumat lagi  Cakepan yang mana  Btw kamu rapih gitu abis darimana Sent, reply  lebih tepatnya insomnia aku kumat lagi  cakepan yang mana  btw kamu rapih gitu abis darimana sent,"['reply', 'lebih', 'tepatnya', 'insomnia', 'aku', 'kumat', 'lagi', 'cakepan', 'yang', 'mana', 'btw', 'kamu', 'rapih', 'gitu', 'abis', 'darimana', 'sent']","['reply', 'lebih', 'tepat', 'insomnia', 'aku', 'kumat', 'lagi', 'cakep', 'yang', 'mana', 'btw', 'kamu', 'rapih', 'gitu', 'abis', 'darimana', 'sent']","['reply', 'lebih', 'tepat', 'insomnia', 'aku', 'kumat', 'cakep', 'mana', 'btw', 'rapih', 'gitu', 'abis', 'darimana', 'sent']","['reply', 'lebih', 'tepat', 'insomnia', 'aku', 'kumat', 'cakep', 'mana', 'btw', 'rapih', 'gitu', 'abis', 'darimana', 'sent']"
@moviemnfs insomnia (2002)!! agak mirip2 vibesnya menurut gw, insomnia  agak mirip vibesnya menurut gw, insomnia  agak mirip vibesnya menurut gw,"['insomnia', 'agak', 'mirip', 'vibesnya', 'menurut', 'gw']","['insomnia', 'agak', 'mirip', 'vibesnya', 'turut', 'gw']","['insomnia', 'agak', 'mirip', 'vibesnya', 'turut', 'gw']","['insomnia', 'agak', 'mirip', 'vibesnya', 'turut', 'gw']"
Pagi pagi ngakak gara gara acara kuis yang dibawakan mas Surya insomnia. Masa ilmu yang mempelajari tentang jamur disebut miss you. Harusnya jawabannya mikologi ,Pagi pagi ngakak gara gara acara kuis yang dibawakan mas Surya insomnia Masa ilmu yang mempelajari tentang jamur disebut miss you Harusnya jawabannya mikologi ,pagi pagi ngakak gara gara acara kuis yang dibawakan mas surya insomnia masa ilmu yang mempelajari tentang jamur disebut miss you harusnya jawabannya mikologi ,"['pagi', 'pagi', 'ngakak', 'gara', 'gara', 'acara', 'kuis', 'yang', 'dibawakan', 'mas', 'surya', 'insomnia', 'masa', 'ilmu', 'yang', 'mempelajari', 'tentang', 'jamur', 'disebut', 'miss', 'you', 'harusnya', 'jawabannya', 'mikologi']","['pagi', 'pagi', 'ngakak', 'gara', 'gara', 'acara', 'kuis', 'yang', 'bawa', 'mas', 'surya', 'insomnia', 'masa', 'ilmu', 'yang', 'ajar', 'tentang', 'jamur', 'sebut', 'miss', 'you', 'harus', 'jawab', 'mikologi']","['pagi', 'pagi', 'ngakak', 'gara', 'gara', 'acara', 'kuis', 'bawa', 'mas', 'surya', 'insomnia', 'masa', 'ilmu', 'ajar', 'tentang', 'jamur', 'sebut', 'miss', 'you', 'harus', 'jawab', 'mikologi']","['pagi', 'pagi', 'ngakak', 'gara', 'gara', 'acara', 'kuis', 'bawa', 'mas', 'surya', 'insomnia', 'masa', 'ilmu', 'ajar', 'tentang', 'jamur', 'sebut', 'miss', 'you', 'harus', 'jawab', 'mikologi']"
dek ini kalo di svt udah dijadiin bahan insomnia zero,dek ini kalo di svt udah dijadiin bahan insomnia zero,dek ini kalo di svt udah dijadiin bahan insomnia zero,"['dek', 'ini', 'kalo', 'di', 'svt', 'udah', 'dijadiin', 'bahan', 'insomnia', 'zero']","['dek', 'ini', 'kalo', 'di', 'svt', 'udah', 'dijadiin', 'bahan', 'insomnia', 'zero']","['dek', 'kalo', 'svt', 'udah', 'dijadiin', 'bahan', 'insomnia', 'zero']","['dek', 'kalo', 'svt', 'udah', 'dijadiin', 'bahan', 'insomnia', 'zero']"
@dialogsenja__ Awalnya sering sakit bulak balik dr anti body drop. Sampai dr curiga dn blang kmu mikirn apa? Bnyk masalah dok jwbku insomnia juga. Lalu dirujuk ke poli jiwa ternyata burn out parah dan anxiety., Awalnya sering sakit bulak balik dr anti body drop Sampai dr curiga dn blang kmu mikirn apa Bnyk masalah dok jwbku insomnia juga Lalu dirujuk ke poli jiwa ternyata burn out parah dan anxiety, awalnya sering sakit bulak balik dr anti body drop sampai dr curiga dn blang kmu mikirn apa bnyk masalah dok jwbku insomnia juga lalu dirujuk ke poli jiwa ternyata burn out parah dan anxiety,"['awalnya', 'sering', 'sakit', 'bulak', 'balik', 'dr', 'anti', 'body', 'drop', 'sampai', 'dr', 'curiga', 'dn', 'blang', 'kmu', 'mikirn', 'apa', 'bnyk', 'masalah', 'dok', 'jwbku', 'insomnia', 'juga', 'lalu', 'dirujuk', 'ke', 'poli', 'jiwa', 'ternyata', 'burn', 'out', 'parah', 'dan', 'anxiety']","['awal', 'sering', 'sakit', 'bulak', 'balik', 'dr', 'anti', 'body', 'drop', 'sampai', 'dr', 'curiga', 'dn', 'blang', 'kmu', 'mikirn', 'apa', 'bnyk', 'masalah', 'dok', 'jwbku', 'insomnia', 'juga', 'lalu', 'rujuk', 'ke', 'pol', 'jiwa', 'nyata', 'burn', 'out', 'parah', 'dan', 'anxiety']","['awal', 'sering', 'sakit', 'bulak', 'balik', 'dr', 'anti', 'body', 'drop', 'sampai', 'dr', 'curiga', 'dn', 'blang', 'kmu', 'mikirn', 'apa', 'bnyk', 'masalah', 'dok', 'jwbku', 'insomnia', 'lalu', 'rujuk', 'pol', 'jiwa', 'nyata', 'burn', 'out', 'parah', 'anxiety']","['awal', 'sering', 'sakit', 'bulak', 'balik', 'dr', 'anti', 'body', 'drop', 'sampai', 'dr', 'curiga', 'dn', 'blang', 'kmu', 'mikirn', 'apa', 'bnyk', 'masalah', 'dok', 'jwbku', 'insomnia', 'lalu', 'rujuk', 'pol', 'jiwa', 'nyata', 'burn', 'out', 'parah', 'anxiety']"
